epoch,acc,loss,val_acc,val_loss
0,0.6129464285714286,1.019772644713521,0.9291666666666667,0.20954108685255052
1,0.9502232142857143,0.14169665227777192,0.9875,0.03321650798122088
2,0.9794642857142857,0.0647752486360592,0.9979166666666667,0.01685152342543006
3,0.9783482142857143,0.061786077939905225,0.9895833333333334,0.03333598468452692
4,0.9877232142857143,0.03852184999601117,0.9958333333333333,0.013963649577150742
5,0.9919642857142857,0.02917414607363753,0.9979166666666667,0.009249703772366048
6,0.9816964285714286,0.05239153875985981,1.0,0.002125650328040744
7,0.9926339285714286,0.025074151182759255,1.0,0.001861333128181286
8,0.9962053571428572,0.01476044897094003,1.0,0.0004826248080159227
9,0.9948660714285714,0.01639466874444874,1.0,0.0008861965907271951
10,0.9957589285714286,0.013988258392107258,1.0,0.0014133979993251463
11,0.9904017857142857,0.030115545422969653,1.0,0.0010713904916580456
12,0.996875,0.011500611412234971,1.0,0.00023385924002165362
13,0.9984375,0.007465867549646126,1.0,0.00023188139575722744
14,0.9950892857142857,0.012236379100093992,1.0,0.0001384819626158181
15,0.9957589285714286,0.011164883161589907,1.0,0.0001371394168624344
16,0.9979910714285715,0.006558206775225374,1.0,0.0004287403954852683
17,0.9984375,0.004517486246014155,1.0,0.00014254168706126318
18,0.9975446428571428,0.00740739743571664,1.0,0.0002627970490721054
19,0.9964285714285714,0.010683026227447304,1.0,0.0002511048141362456
20,0.996875,0.010081929051869208,1.0,0.00017417574927094392
21,0.996875,0.008992212172077123,1.0,7.467005901465504e-05
22,0.9935267857142858,0.021613702112603862,0.99375,0.015824678282175833
23,0.9948660714285714,0.014621874376851857,1.0,0.00039469845651183275
24,0.9973214285714286,0.009379846462960424,1.0,0.002208218255933995
25,0.9939732142857143,0.02134634867078335,1.0,0.0008455165991714845
26,0.9973214285714286,0.007420411802974871,1.0,9.317297917732503e-05
27,0.9984375,0.006410687552693974,1.0,0.0001575935759319691
28,0.9977678571428571,0.007354807222191085,1.0,0.0007992121640806242
29,0.9973214285714286,0.00834200286986483,1.0,5.025744688585595e-05
30,0.9977678571428571,0.00842695721407186,1.0,0.00013618299235531594
31,0.9964285714285714,0.007962244372252566,1.0,3.086349667379788e-05
32,0.99375,0.02316831148919586,0.9979166666666667,0.0019242266807244354
33,0.9977678571428571,0.008461638428600184,1.0,0.00014495295193531395
34,0.9975446428571428,0.006584707556014889,1.0,8.841816876762702e-05
35,0.9986607142857142,0.004776941547132602,1.0,2.070509763143491e-05
36,0.9973214285714286,0.00941723749101178,1.0,0.0001717024259505706
37,0.9991071428571429,0.003678852360929292,1.0,5.42343173037807e-06
38,0.9979910714285715,0.008785727177548453,1.0,4.8317791424778985e-06
39,0.9845982142857143,0.06419224908078475,0.9958333333333333,0.012952296607666842
40,0.9883928571428572,0.04738976464886946,1.0,0.0001040472069386548
41,0.9959821428571428,0.011878705037179315,1.0,0.0017558126244693994
42,0.9955357142857143,0.011183704424901667,1.0,0.0003907215657818597
43,0.9962053571428572,0.013644687958925974,1.0,7.454895943131608e-05
44,0.9982142857142857,0.008368989059645823,1.0,0.0004145314266376469
45,0.9959821428571428,0.011341622107415463,1.0,5.777467777079437e-05
46,0.9975446428571428,0.00745046816930101,1.0,4.762345616503201e-05
47,0.9979910714285715,0.004640638046145844,1.0,4.178505444087932e-05
48,0.9977678571428571,0.004967126222967571,1.0,0.0012074402886052364
49,0.9901785714285715,0.04423301974793381,0.9979166666666667,0.005179041854959602
50,0.9962053571428572,0.011613256089890455,1.0,0.00012051931025780505
51,0.9970982142857143,0.007263090680144809,1.0,4.041620525943775e-05
52,0.9964285714285714,0.009541919261239887,1.0,9.620068613003241e-05
53,0.9995535714285714,0.002361009778154052,1.0,1.1917046125139071e-05
54,0.9986607142857142,0.0047658998244161565,1.0,6.651682318382275e-05
55,0.9993303571428571,0.002535956457670961,1.0,9.523018070467515e-06
56,0.9991071428571429,0.0019089844297861345,1.0,3.17646925130551e-06
57,0.9957589285714286,0.008110600499614406,1.0,2.6405087101011305e-05
58,0.9984375,0.007036366540345235,1.0,2.0525972846977917e-05
59,0.9975446428571428,0.006815534745154699,1.0,7.604947919996145e-06
60,0.9975446428571428,0.006954512707605837,1.0,2.0856380191010735e-05
61,0.9993303571428571,0.002016858845945535,1.0,9.048922098979043e-06
62,0.9986607142857142,0.00462045003417383,1.0,5.165640565489108e-06
63,0.9988839285714286,0.0046114885894476335,1.0,8.98183833821046e-06
64,0.9977678571428571,0.008854283337059395,1.0,7.211208891628e-05
65,0.9982142857142857,0.005823637154741488,1.0,2.8145262695034036e-05
66,0.9962053571428572,0.012411335876190118,1.0,1.026647901198885e-05
67,0.9977678571428571,0.005008101251967442,1.0,9.574596257759064e-06
68,0.9993303571428571,0.002945463574059407,1.0,1.9964471706164964e-05
69,0.9982142857142857,0.004281098437462561,1.0,1.732168696738275e-05
70,0.9854910714285714,0.05647349256907889,1.0,4.212779497265728e-05
71,0.9957589285714286,0.016734712252206053,1.0,0.0004058890114417106
72,0.9966517857142857,0.0070225236129327785,1.0,1.9415685452865245e-06
73,0.9973214285714286,0.010003203476536474,1.0,1.2638497556357228e-05
74,0.9982142857142857,0.004813232742691298,1.0,5.650718378547026e-06
75,0.9995535714285714,0.0008631052513070107,1.0,9.60891849407138e-07
76,0.9991071428571429,0.0038378312628131947,1.0,1.682960087994919e-05
77,0.9995535714285714,0.001209342299607284,1.0,8.065340239227225e-07
78,0.9995535714285714,0.0008821345846985398,1.0,2.99513816533666e-07
79,0.9991071428571429,0.0038625149326287148,1.0,5.369319119571022e-06
80,0.9993303571428571,0.0011921676963829952,1.0,3.8668633900821684e-07
81,0.9962053571428572,0.019337987290001735,1.0,0.0006253120008523183
82,0.996875,0.010722326902305518,1.0,5.491687704761716e-06
83,0.9953125,0.014788254485308678,1.0,1.1945765739559042e-07
84,0.9975446428571428,0.0072971174389075645,1.0,0.0004343530894317382
85,0.9993303571428571,0.0030130344253299158,1.0,1.4565896340930826e-07
86,0.9993303571428571,0.0020611434721451312,1.0,1.211961262015393e-07
87,0.9979910714285715,0.008668395229444924,1.0,1.2367965685674183e-07
88,0.9861607142857143,0.07667004196289236,1.0,1.205752454325193e-07
89,0.9950892857142857,0.030044994748297325,1.0,2.0216065005721854e-07
90,0.9982142857142857,0.005106807917533831,1.0,1.4516225993096062e-07
91,0.9966517857142857,0.012623626661581153,1.0,5.47249128809805e-06
92,0.9953125,0.01436113168933529,1.0,2.498777162903328e-06
93,0.9991071428571429,0.002153071053718999,1.0,1.1797635124821681e-06
94,0.9993303571428571,0.002062049109804625,1.0,0.0003911681197214042
95,0.9979910714285715,0.005351542961319211,1.0,1.2504559852762515e-07
96,1.0,0.0002805457718804202,1.0,1.3646984484694257e-07
97,0.9984375,0.0053244604602748985,1.0,1.1425528896324977e-05
98,0.9979910714285715,0.010606648447707251,1.0,1.7099110038998333e-07
99,0.9982142857142857,0.004778904666851145,1.0,1.2144447888810343e-07
100,0.9993303571428571,0.0011607357328290593,1.0,1.5609000646084798e-07
101,0.9986607142857142,0.00415080332588289,1.0,1.450380134807953e-07
102,0.9988839285714286,0.005938280904799496,1.0,1.5348201429787877e-07
103,0.9986607142857142,0.007577475644948147,1.0,1.7061838756641615e-07
104,0.9982142857142857,0.008254895532820074,1.0,1.7446803421231986e-07
105,0.9966517857142857,0.015650167482280708,1.0,9.599953121626943e-07
106,0.9997767857142857,0.0009902054363412358,1.0,1.223137161332488e-07
107,0.9997767857142857,0.0003120751803050682,1.0,1.2169283252205788e-07
108,0.9995535714285714,0.0012203242471368217,1.0,1.1920930376163597e-07
109,0.9995535714285714,0.0016391263374622156,1.0,7.329785290721702e-07
110,0.9979910714285715,0.008236224199056912,1.0,1.1920930376163597e-07
