epoch,cosine_proximity,loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,val_cosine_proximity,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error
0,-0.03189484215166747,0.9766090190891982,0.9766090115855256,55442827.46793349,1.452643832797959,0.15668973567024355,1.1097415954835954,1.1097415647199076,52587172.0,1.7186216500497633
1,-0.028544758810416182,0.979758799783974,0.97975879242188,55507021.311163895,1.4594638930930095,0.17464338026700482,1.12348053532262,1.123480523786237,53427649.29032258,1.7469712495803833
2,-0.07612301215679869,0.9459395688956254,0.9459395622414252,55500267.31828979,1.3917038831461637,0.0729806917088647,1.0513058670105473,1.0513058612423558,52583521.19354839,1.602312030330781
3,-0.13151176530655448,0.9067740165705919,0.9067740130311237,55559071.07363421,1.3134397375895122,0.05962216818044262,1.0405936298831817,1.0405936414195645,52363112.451612905,1.5799745436637633
4,-0.1575563909494785,0.8883557490951375,0.8883557377688392,55543642.05225653,1.2766074783162096,0.025110317814734676,1.0176559148296234,1.017655889834127,52755518.19354839,1.5353727379152853
5,-0.17233908950570184,0.8780401752567065,0.8780401612404123,55526307.90973872,1.2560603288743388,0.034447841105922576,1.0243340000029533,1.0243340038484143,52923602.77419355,1.548674975672076
6,-0.17906766759359993,0.8733238659958376,0.8733238556605903,55533690.256532066,1.2466648914751701,0.019810085455256123,1.0137731702097001,1.0137731836688133,53053317.548387095,1.5275548158153411
7,-0.18104251070200264,0.8719130311329405,0.8719130186740123,55545732.52019002,1.2438168885305771,0.027289793375999696,1.01919719096153,1.0191971967297215,52396106.58064516,1.5383193300616356
8,-0.1802857574296677,0.8724180564744456,0.8724180442986749,55549793.26128266,1.2448660027669332,0.04812420375885502,1.0338873786310996,1.033887388244752,52923603.93548387,1.5678496629961076
9,-0.17461599526825117,0.8764541236918216,0.8764541149139404,55535690.74584323,1.252912662091561,0.032304375402389035,1.0226128139803488,1.0226128043666962,52993549.29032258,1.5453949320700862
10,-0.17837465181946754,0.873844392792346,0.8738443813244691,55548622.166270785,1.247694840906918,0.027619334238190806,1.019394874572754,1.0193948764954843,53595645.80645161,1.5386699438095093
11,-0.17224955785745255,0.8781401057707725,0.878140097700785,55569321.89311164,1.2562809553961856,0.023046564190618454,1.016115625058451,1.0161155866038414,52259492.51612903,1.532367141016068
12,-0.18052935004765233,0.8722458141999686,0.8722458044310364,55568750.51306413,1.2444899746188076,0.02550059292585619,1.0180316663557483,1.0180316394375217,52587581.22580645,1.53606330579327
13,-0.18148903339667657,0.8715949757931635,0.8715949680063334,55519672.19002375,1.2431796313464782,0.018274127475677,1.0129068570752298,1.012906841693386,51915536.96774194,1.5257874611885316
14,-0.1836297994174258,0.8701171100564354,0.8701170988717158,55522031.34441805,1.2402397527264304,0.02877001091837883,1.0202396415895032,1.0202396396667726,52067933.29032258,1.5404834439677577
15,-0.17671614611021413,0.8750092448078255,0.875009236737838,55586958.88598575,1.2500084239343565,0.01625180845299075,1.0114247798919678,1.0114247414373583,52583521.61290322,1.522775738470016
16,-0.1880746475352315,0.866981159479771,0.866981146454528,55568993.25890736,1.2339704557722369,0.01616445904777896,1.0114290521990867,1.0114290348945125,52586818.451612905,1.5228581351618613
