epoch,cosine_proximity,loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,val_cosine_proximity,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error
0,-0.13500261319150833,0.6175826387280806,0.6175826203228459,4257393.01054038,0.49091449634762674,-0.17741465768032877,0.5991848371555584,0.599184819550439,3780784.7489432534,0.47525988655859197
1,-0.26544831052528706,0.5866752816209317,0.5866752676046376,8860975.17695962,0.4629197052708714,-0.27947001894697165,0.5733013827008373,0.5733013669179506,7596701.692986931,0.4547352844617776
2,-0.2904695805489592,0.5768258367751387,0.5768258217677934,10621203.594418053,0.45807213277828096,-0.28910345565601153,0.5682104119858328,0.5682103956445199,7066636.79175784,0.45106763191359517
3,-0.3041171218111509,0.5703995481239645,0.5703995343908278,10464051.642295131,0.4548181321586962,-0.2957228714714095,0.5621903686980759,0.5621903547962036,7394956.331084392,0.4567506635962036
4,-0.3102755442863405,0.5665976849700946,0.5665976732190601,10665219.801662708,0.45509634363396434,-0.28510762892362224,0.5626546077180427,0.5626545941100788,6403199.148713031,0.4511247378143921
5,-0.3167175375579938,0.5612737131515195,0.5612737044444277,10740068.379490796,0.45353629632970216,-0.2982571666703892,0.5543429619932081,0.5543429483264626,5890735.2962278975,0.4483805194247286
6,-0.3225245846705312,0.5574119755746066,0.5574119631864679,10578089.513954869,0.45296110662315353,-0.3035108268562212,0.5515740092924596,0.5515739977859416,6647057.448729581,0.4515383416268776
7,-0.32272625219014933,0.5555117910378337,0.5555117790036417,10601069.736638956,0.4536892346276806,-0.3170363686508563,0.5411721762468124,0.541172164034914,6570837.109378542,0.4448201844994074
8,-0.32193960677699635,0.5539247302997707,0.5539247179116319,10228441.214667458,0.45395420983681484,-0.31470886844759566,0.5425614936523419,0.5425614821752147,6652471.288400842,0.44336181934151425
9,-0.3291623697144968,0.5513537439059758,0.5513537342078328,9960400.211401425,0.45025745671322115,-0.30676179945366033,0.5458455253135288,0.5458455124256408,7352362.394368133,0.4490983908375104
