epoch,cosine_proximity,loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,val_cosine_proximity,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error
0,-0.1219422286442722,0.6856726814335712,0.626038531226387,9413866.071630048,0.5200053376285028,-0.05466093047852478,0.6688733023981894,0.6302394886170665,7767911.435483871,0.5541961289221241
1,-0.23204483855250257,0.6202880754323583,0.5909938268593541,10664779.169239905,0.48412261998851625,-0.2947513470726629,0.5898373146210948,0.5677545051420888,8754138.072580645,0.4501208307281617
2,-0.29789380582310526,0.583482556699857,0.5657689792951326,10733868.415676959,0.4579721786205672,-0.2735113172281173,0.5787188737623153,0.5643725145247674,7450897.883064516,0.45996508963646426
3,-0.3237539147891794,0.5656196351855498,0.5530938656199856,9393373.23567399,0.44908798080725226,-0.32095984105140934,0.5517084290904384,0.5406004603831999,9111496.064516129,0.45742034431426754
4,-0.35768678009226884,0.5405864667439404,0.5304815606380019,7033166.645486936,0.43642594454690564,-0.34124420727452925,0.5375868581956432,0.5282603406137035,4562948.616935484,0.43776517818051
5,-0.36731803399508467,0.532172812985128,0.5233240514073406,6617201.440172209,0.4360866700951674,-0.3422107499453329,0.5264802844293656,0.518037982525364,5186989.858870967,0.4554540918719384
6,-0.37353162552426944,0.5218159135192137,0.5136064657689273,6674107.846347981,0.44135029879431825,-0.36556379929665594,0.5102683738354714,0.5022165717617157,5390944.120967742,0.44695164215180183
7,-0.38519736604141225,0.5107369638820158,0.5027421976211801,6819099.185458729,0.4415910583776986,-0.30527440915184634,0.5489099842886771,0.5409321381199744,7603878.911290322,0.46940180851567176
8,-0.3947202414805136,0.5055111736554715,0.49751496647712457,7255581.886579572,0.43908056298231,-0.38361140412669026,0.5093409870901415,0.5013136373412225,7701345.911290322,0.4414364839753797
9,-0.4120798328993156,0.49295831413280367,0.48485863520243955,6853247.448634204,0.43223679957650335,-0.3970836535576851,0.49356622272922146,0.48536012441881243,5364966.25,0.42852607850105534
10,-0.42699896478737903,0.48585213710180086,0.47744632333587866,7136047.273604513,0.42554009980090723,-0.3749586843675183,0.4945370708742449,0.48595755907797045,6740658.233870967,0.4664356304753211
11,-0.4405651164026555,0.47718953427962624,0.468411521433085,7549122.755938242,0.4179423725378485,-0.38423919629666115,0.49608402386788397,0.4871041399817313,6875933.637096774,0.4629276116048136
12,-0.45628255754355296,0.4711640058107444,0.4619408264012914,8685316.235154394,0.4113100698469937,-0.44101299393561577,0.46759850267441044,0.45814964655906926,6748695.862903226,0.4172763180348181
13,-0.4753358851843945,0.46240012641474076,0.4526545828708277,8658722.159441805,0.3999944480043126,-0.46568546660484805,0.4576540618173538,0.4476390211812912,8694449.911290323,0.40336608790582223
14,-0.49588244349967836,0.45185604521610956,0.4415316828073062,9118312.68675772,0.38792146600765176,-0.4474005901044415,0.47337044535144684,0.46275110398569413,10149436.427419355,0.4154749599195296
15,-0.5099931662269556,0.44618390164296023,0.4352538704588974,9718308.347387174,0.38001045924467597,-0.48619723320007324,0.4547983571406334,0.4435528305269057,8125720.879032258,0.39459193233520756
16,-0.5253272065074314,0.4380997970806448,0.4265142485959513,9830203.34115202,0.3718115319265606,-0.4839850942934713,0.4638161841900118,0.4519182885846784,8814892.483870968,0.3944014435814273
17,-0.5530031364490754,0.42232307048421575,0.4101184309236794,9586262.69952494,0.35281090579944663,-0.5205378667000802,0.4303759874836091,0.4178503376822318,8499082.225806452,0.38131032643779633
18,-0.5684881693110613,0.4146207683584752,0.4017780546337862,10225263.691805225,0.34419970373642983,-0.5284603488060736,0.4280123710632324,0.4148648996506968,8938751.467741935,0.3760034240061237
19,-0.5872064021166034,0.40206242372191153,0.3886434208610562,10009918.847387174,0.3308384233373361,-0.5255183760196932,0.432384394830273,0.41867359895859996,9295917.709677419,0.37803731906798577
20,-0.6058070651850621,0.3914675091762724,0.3774971832430561,10079279.059382422,0.31944533690562443,-0.6043196541647757,0.39162220974122325,0.3774072739385789,9081799.991935484,0.3154652724342962
21,-0.610433561218606,0.38900234898875274,0.37454182468797137,10210495.569774346,0.3169484385897598,-0.5601166784763336,0.4157271913943752,0.4010333034300035,11125733.693548387,0.3620862989656387
22,-0.624164582431458,0.3810305502663882,0.3661113165478242,10498798.335807601,0.307419773341641,-0.5883309629655653,0.40677296826916354,0.39161134439129985,11793849.262096774,0.33618295336923293
23,-0.6312565093510508,0.376621205421638,0.3612518089684058,10484288.023159144,0.30347138101726134,-0.581582898093808,0.4133404387581733,0.3977456554289787,13138424.435483871,0.34052406780181393
24,-0.6372965222441386,0.37308968550518967,0.3572795078901667,10516319.419536818,0.29919603166132813,-0.610843199876047,0.38259277228386174,0.3665835069071862,10382633.161290323,0.32690192278354396
25,-0.6538784279534483,0.36356831318975347,0.34737354180733554,10031855.16300475,0.2875314379672823,-0.6440875587924835,0.3705939535171755,0.35420627940085625,10424494.596774194,0.2960616653004
26,-0.6644655686234635,0.357088628970529,0.34050843289515753,9886527.295724466,0.28023109381527345,-0.5281695069805268,0.43362569616686913,0.41685290202017755,9418996.826612903,0.39506114586707086
27,-0.6673241664706386,0.35642643771941757,0.3394410730540894,10157628.501187649,0.2785954375589828,-0.612009096530176,0.3835552700104252,0.3663602529033538,9245598.951612903,0.32398432877755934
28,-0.6810993348334577,0.3480886369235725,0.3306928223923663,10051941.995694775,0.2686525573356701,-0.5584491520158706,0.4197879433631897,0.4021893114812912,9562987.346774194,0.36334739769658736
29,-0.6853604514921646,0.34508304089095415,0.3272731067378277,9869338.264251782,0.2651006920603845,-0.6970335879633504,0.3389182033077363,0.3208827645547928,10765647.5,0.26202786641736187
30,-0.6972672141504401,0.3394000120018554,0.32117417033522827,9932071.122847388,0.2574987842429279,-0.671507183582552,0.35570639468008475,0.3372808444884516,9992338.14516129,0.28050647820195845
31,-0.7059578766024311,0.33556084848073203,0.3169147198811846,10080556.383313539,0.25115735459002064,-0.6861755309566375,0.3442343790684977,0.32534245137245427,8201077.080645162,0.2703216734432405
32,-0.7123794826079435,0.3312653859550766,0.31216747276573453,10130492.860451307,0.2469645511721772,-0.6867526019773176,0.3609558593842291,0.3416533133675975,9746485.459677419,0.2694583515967092
33,-0.7180035748561034,0.32852949966585837,0.30900832762910746,10476543.20071259,0.24246440861471474,-0.7380453002068305,0.31748111113425226,0.29775548894559184,9631074.85483871,0.22884986958196085
34,-0.7314516315833973,0.31874004438200926,0.29880437484971134,9886612.159738718,0.23281240677394663,-0.6947403357874963,0.3413856173715284,0.32124622598771124,8900774.766129032,0.26693517786841237
35,-0.7374530440271608,0.3159742307209912,0.29566820011852474,10102103.035035629,0.22903037168563403,-0.6542641482045574,0.37180601877550923,0.35133474872958276,9145220.822580645,0.29832628273194833
36,-0.7422690230140777,0.3123165073842164,0.2916596917670017,10038508.773752969,0.22506853474432387,-0.7449102094096522,0.3107456564903259,0.2899196796840237,8844974.048387097,0.22425669095208567
37,-0.7485983132466568,0.3080108852397801,0.2869810576676756,10222914.078384798,0.22000592148856143,-0.7324792454319615,0.3219057321548462,0.30070763537960665,9336542.241935484,0.23559902992940718
38,-0.7538577190770672,0.305610662224457,0.284246940546251,10206816.967339667,0.21655110630810687,-0.7500603275914346,0.3031665798156492,0.28163001373890906,8961015.58064516,0.22216738087515678
39,-0.7558923706306131,0.3032718147560423,0.2815820634931397,10004777.838776723,0.21523131414221472,-0.7283531273564985,0.3277980454506413,0.3059404867310678,11325762.338709677,0.24076270624514548
40,-0.7650204186201662,0.29797923770200047,0.27594592703634657,10248104.459619952,0.20798110816795864,-0.7519124765549937,0.30895669517978547,0.28677002797203677,10305437.451612903,0.21833683454221295
41,-0.7719637147038113,0.2922975451037323,0.26996733888877544,9866937.125593824,0.202942578639667,-0.7577731628571788,0.29941137231165366,0.27694005158639723,8580435.052419355,0.21568234433089534
42,-0.7761418343722962,0.28948212108815935,0.2668747173139998,9876037.231591448,0.20019210912198748,-0.7706073368749311,0.2918977357687489,0.2691608008838469,9387438.661290323,0.20419235094901053
43,-0.7761053465607614,0.2904071840778383,0.2675347312258428,10063026.829572447,0.2001693023284654,-0.7581551536437003,0.29429659439671424,0.2712864279747009,8981768.693548387,0.21782117841705198
44,-0.7817938098431766,0.2864464195777005,0.2632807276240437,9865580.736342043,0.19613195231932076,-0.7967250404819366,0.27655574006419026,0.25324526236903283,9727869.47983871,0.18372241167291517
45,-0.7806137020117879,0.28769041427948694,0.26425907932522746,10159884.96793349,0.1967170270704034,-0.8011084237406331,0.2722297354090598,0.2486703972662649,12469724.85483871,0.1811655449771112
46,-0.7872473522489825,0.2827076119085389,0.2590392257779341,9835844.021674585,0.19166569592267488,-0.7931616440896065,0.28035510691904253,0.25657323002815247,11000960.709677419,0.18500382308998414
47,-0.7908464596560335,0.27989161453450945,0.25599860461902163,9781457.916864607,0.18855006842389527,-0.7748933665214046,0.29037166074399023,0.2663563201504369,9157386.91935484,0.20265431077249588
48,-0.7971487792823774,0.2750779192124863,0.2509670998379057,9379209.65023753,0.18393539831997946,-0.7981874808188407,0.2760588305611764,0.2518693910491082,8466230.806451613,0.1845891925115739
49,-0.7945008010309269,0.27822600421882865,0.2538959194602989,9897668.993839074,0.18608477053336464,-0.7828019607451654,0.2869628648604116,0.262493573850201,9655478.007560484,0.20112430160084077
50,-0.7978538242201907,0.2759257871436393,0.2513555570410436,9675202.799584324,0.18333962860554812,-0.7694999864024501,0.3032904334606663,0.27861008961354533,9955858.838709677,0.20756436331618217
51,-0.8023776826835868,0.27212779181445296,0.2473429876806617,9542443.477286223,0.17953353630038169,-0.7927787169333427,0.27869176143600094,0.2538052710794633,8761179.08064516,0.18872592910643546
52,-0.8105087915961929,0.26614864793497706,0.24118376362210497,9384432.796615202,0.17282167206255103,-0.7575668750270721,0.30256037173732636,0.2775043398141861,10307116.411290323,0.2200446729698489
53,-0.8132623201877658,0.2643268013156225,0.23916947809789074,9597246.28206651,0.17047185723331365,-0.8106467223936512,0.26296042674972164,0.23770888726557454,8350825.0,0.17367798594697828
54,-0.8097999053443129,0.26833220923456613,0.24296999961633298,9859853.54780285,0.17391845081311225,-0.7892801742399892,0.274668697868624,0.24922632450057614,9349729.306451613,0.1910996211151923
55,-0.8164323463575857,0.2630898380860014,0.23755851476464304,9651391.886579573,0.16788142991214636,-0.8252269144981138,0.2601818975902373,0.23455398746075168,10979368.983870968,0.16064260299167327
56,-0.8176635357942831,0.26152105785180724,0.23580959071172955,9483392.526128266,0.16710190103342867,-0.8115339548357071,0.2765902348103062,0.2507684629771017,12570333.008064516,0.17608445209841575
57,-0.8225182211314132,0.2575096182896802,0.2315936993250088,9311305.139548693,0.16251661469208656,-0.7801117416351072,0.29139935201214207,0.265397189124938,9482954.60483871,0.1990834311131508
58,-0.8214377435256071,0.26073830141166043,0.23463341246874486,9665975.605181117,0.16418069301973895,-0.8083717342345945,0.2697173967476814,0.24351707389277796,7956659.403225807,0.17567319567165068
59,-0.8256029095898898,0.2556829269524142,0.2293976655411324,9171916.905285036,0.1604538321707424,-0.8263834311116126,0.24960773462249386,0.2232544797082101,8008875.125,0.16086059664526292
60,-0.8271139819095367,0.2559106674514304,0.22945094582870285,9727970.456057006,0.159496969696037,-0.8255623944344059,0.26055234334161204,0.2340034645411276,9086165.653225806,0.16184019417532028
61,-0.8333455890487889,0.2511180449905418,0.22448332660838147,9187128.031769596,0.1541204747883271,-0.8113339677933724,0.27704152897480994,0.25030944376222547,12179209.41935484,0.1735783103973635
62,-0.8320898402331843,0.25263913053656417,0.22581181209755624,9513672.100059383,0.1550639574272191,-0.8249202928235454,0.25811581025200503,0.2311904521719102,8774309.491935484,0.1631379341406207
63,-0.8327535069470168,0.2518816040629729,0.2248760757706794,9394841.388954869,0.15480907303845232,-0.8175832783022234,0.2573732839476678,0.2302765230978689,8078993.29032258,0.16881548204729635
64,-0.8366873326607385,0.24910146263461214,0.2219391450675253,9268787.775534442,0.15153395381010626,-0.8306012422807755,0.25262122625304806,0.22537941221267946,8134943.798387097,0.1583004742860794
65,-0.8400268709008314,0.24698135808924315,0.21964338439518935,9197202.346199526,0.14900253076911538,-0.8360207849933255,0.2571227156346844,0.22971948116056382,8811279.024193548,0.15441129068213125
66,-0.8434014619104653,0.24482198250690151,0.21734152054701736,9309535.43942993,0.14631669494962748,-0.8323880972400788,0.2502450669004071,0.22267676505350298,8725094.532258065,0.1574018616830149
67,-0.8444290203606432,0.24301592088934929,0.21538999506809933,9124909.324376484,0.14497602983176566,-0.8419667866922194,0.2509238912213233,0.22323923101348261,9521582.798387097,0.14949302759862715
68,-0.846542469820897,0.24186630971782846,0.21409816834677425,9042399.218972685,0.14322102921096844,-0.8539451591430172,0.23465188472501694,0.2068168790109696,8069657.491935484,0.1367076911753224
69,-0.8469158746567588,0.2422668763973934,0.21434152342219817,9337410.762767222,0.14274237127952508,-0.8380481158533404,0.24313634874359255,0.2151396192850605,8985970.790322581,0.15045624178263448
70,-0.850321750601227,0.23909935719751688,0.21104590477966073,8877981.752375297,0.14011990026772164,-0.836779773235321,0.25673912705913665,0.2286101882496188,8680736.653225806,0.15570937962301315
